State,Sector,Sl No,Project Name,Agency Name,Project Code,Date of Approval (MM/YYYY),Date of Commissioning Original,Date of Commissioning Revised,Date of Commissioning Anticipated,Cost Original,Cost Revised,Cost Anticipated,Cumulative Expenditure in Rs. Crore,Progress (%)
TAMIL NADU,ROAD TRANSPORT AND,1413,"STRENGTHENING OF 2L+PS FROM KM 17/8 ? 18/2, CONSTRUCTION OF 2L+PS FROM KM 18/2 TO KM 20/0 AND CONSTR",MoRTH,N24002153,3/2023,2/2024,N.A.,8/2025,169.68,N.A.,169.68,53.14,45
TAMIL NADU,ROAD TRANSPORT AND,1414,CONSTRUCTION OF BYPASS TO MADURAI - ACHAMBATHU - VIRATIPATHU IN KM 6/850 - 10/382 OF NH 49 EXTN. (NE,MoRTH,N24002165,3/2022,8/2026,N.A.,8/2026,238.97,260.07,260.07,34.51,10
TAMIL NADU,ROAD TRANSPORT AND,1415,FOUR LANNING OF CHOLOPURAM-THANJAVUR,NHAI,N24000697,8/2017,9/2020,Dec-24,12/2024,"1,176.37",N.A.,"1,176.37","1,325.06",98.5
TAMIL NADU,ROAD TRANSPORT AND,1416,4-LANNING OF STHIYATHOPU- CHOLOPURAM,NHAI,N24000708,9/2017,8/2020,Feb-25,2/2025,"1,227.87",N.A.,"1,227.87","1,351.42",92.2
TAMIL NADU,ROAD TRANSPORT AND,1417,FOUR LANINIG OF CHETTIKULAM TO NATHAM SECTION OF NH-785 FROM CHETTIKULUM (KM 7.300) TO NATHAM (KM. 3,NHAI,N24000826,3/2018,10/2022,Dec-24,12/2024,505.35,N.A.,837.69,376.61,99.75
TAMIL NADU,ROAD TRANSPORT AND,1418,FOUR LANING OF VILUPPURAM TO PUDHUCHERRY (DESIGN CH. KM. 00/000 TO KM. 29/000) SECTION OF NH-45A ON,NHAI,N24001428,3/2018,11/2021,Dec-24,12/2024,998.70,"1,358.32","1,358.32",917.97,97.53
TAMIL NADU,ROAD TRANSPORT AND,1419,FOUR LANING OF PUDUCHERRY (KM.29/000) TO POONDIYANKUPPAM (KM.67/000) SECTION OF NH-45A ON HAM UNDER,NHAI,N24001429,3/2018,11/2021,Dec-24,12/2024,"1,294.47","1,588.40","1,588.40",854.92,97.94
TAMIL NADU,ROAD TRANSPORT AND,1420,FOUR LANING OF POONDIYANKUPPAM (KM.67/000) TO SATTANATHAPOURAM (KM.123/800) SECTION OF NH-45A ON HAM,NHAI,N24001430,3/2018,1/2022,Dec-24,12/2024,"2,120.40","2,565.63","2,565.63","1,465.06",99.8
TAMIL NADU,ROAD TRANSPORT AND,1421,FOUR LANING OF SATTANATHAPURAM (KM.123/800) TO NAGAPATTINAM (KM.179/555) SECTION OF NH-45A ON HAM UN,NHAI,N24001431,3/2018,10/2020,Aug-25,8/2025,"1,872.68","2,661.51","2,756.09","1,275.11",54.78
TAMIL NADU,ROAD TRANSPORT AND,1422,CONSTRUCTION OF 4 LANE WITH PAVED SHOULDERS THIRUVAYARU BYPASS IN BETWEEN EXISTING KM.55/926 TO 62/6,MoRTH,N24001455,2/2022,8/2022,N.A.,10/2024,191.33,N.A.,191.33,185.78,94
TAMIL NADU,ROAD TRANSPORT AND,1423,BALANCE WORK 2-LANE WITH PAVED SHOULDERS OF NAGAPATTINAM - THANJAVUR SECTION OF NH-67 (NEW NH-83),NHAI,N24001600,10/2020,5/2023,Dec-24,12/2024,434.12,N.A.,434.12,258.89,99.3
TAMIL NADU,ROAD TRANSPORT AND,1424,4-LANING OF KAMALAPURAM - ODDANCHATRAM SECTION OF NH-209,NHAI,N24001601,1/2019,1/2023,Jun-25,6/2025,"1,051.69",N.A.,"1,051.69",556.92,77.35
TAMIL NADU,ROAD TRANSPORT AND,1425,4-LANING OF MADATHUKULAM - POLLACHI SECTION OF NH-209 (NEW NH-83),NHAI,N24001602,1/2019,12/2022,Nov-25,11/2025,"1,409.38",N.A.,"1,409.38",629.88,87
TAMIL NADU,ROAD TRANSPORT AND,1426,4-LANING OF ODDANCHATRAM - MADATHUKULAM SECTION OF NH-209 (NEW NH-83),NHAI,N24001603,1/2019,10/2022,Dec-23,12/2023,"1,518.53",N.A.,"1,607.54",915.40,100
TAMIL NADU,ROAD TRANSPORT AND,1427,"REMAINING WORK OF 2L+PS OF TRICHY - KARAIKUDI SECTION OF NH-210, INCLUDING TRICHY BYPASS",NHAI,N24001604,2/2019,3/2021,N.A.,10/2023,166.90,N.A.,166.90,121.94,100
TAMIL NADU,ROAD TRANSPORT AND,1428,"4-LANING OF MELUR - PILLAYARPATTI - KARAIKUDI SECTION OF NH-338, NH-36, NH- 383",NHAI,N24001605,6/2018,3/2022,N.A.,1/2025,"1,103.86",N.A.,"1,103.86",461.32,70.7
TAMIL NADU,ROAD TRANSPORT AND,1429,4-LANING OF VADIPPATTI - THAMARAIPATTI SECTION OF NH- 744A (MADURAI RING ROAD),NHAI,N24001606,12/2018,3/2022,Jun-25,6/2025,854.94,N.A.,854.94,334.05,67.2
TAMIL NADU,ROAD TRANSPORT AND,1430,BALANCE WORKS OF FOUR LANE FROM KM 43+950 (THIRUVALLUR BYPASS) TO KM 61+470 (VEPPAMPATTU BYPASS) PAS,NHAI,N24001692,1/2022,9/2024,N.A.,9/2024,467.99,N.A.,468.00,18.83,12.2
TAMIL NADU,ROAD TRANSPORT AND,1431,FOUR LANING OF NERALURU TO THORAPALLI AGRAHARAM SECTION OF NH-844 (PKG-I) FROM KM.0+000 TO KM.23+350,NHAI,N24001693,9/2021,10/2024,N.A.,10/2024,"1,751.18",N.A.,"1,757.27",49.69,0
TAMIL NADU,ROAD TRANSPORT AND,1432,FOUR LANING OF THORAPALLI AGRAHARAM TO JITTANDAHALLI SECTION OF NH-844 (PKG-II) FROM KM.23+350 TO KM,NHAI,N24001694,2/2019,12/2023,Dec-24,12/2024,"1,243.57",N.A.,"1,243.57",171.63,0
TAMIL NADU,ROAD TRANSPORT AND,1433,FOUR LANING OF JITTANDAHALLI TO DHARMAPURI SECTION OF NH- 844 (PKG-III) FROM KM.60+100 TO KM.94+460,NHAI,N24001696,2/2019,8/2023,Dec-24,12/2024,"1,291.37",N.A.,"1,291.37",215.02,0
TAMIL NADU,ROAD TRANSPORT AND,1434,THOPPUR METTUR BHAVANI ERODE SECTION OF NH 544H FOR A LENGTH OF 85 KM,NHAI,N24001716,7/2022,8/2023,Dec-24,12/2024,186.50,210.81,210.81,12.92,90
TAMIL NADU,ROAD TRANSPORT AND,1435,BANGALORE CHENNAI EXPRESSWAY PHASE-III PACKAGE III (ARAKKONAM TO KANCHEEPURAM) FROM KM 204.500 TO K,NHAI,N24001717,11/2020,8/2024,N.A.,3/2025,"1,155.49","1,525.10","1,525.10",485.62,52.39
TAMIL NADU,ROAD TRANSPORT AND,1436,BANGALORE CHENNAI EXPRESSWAY PHASE-III PACKAGE II (WALAJAHPET TO ARAKKONAM) FROM KM 180.000 TO KM 2,NHAI,N24001718,12/2020,7/2024,N.A.,3/2025,843.48,"1,051.36","1,051.36",389.23,90
TAMIL NADU,ROAD TRANSPORT AND,1437,4L BANGALORE-CHENNAI EXPRESSWAY FROM KM. 230.000 TO KM. 261.705 OF KANCHEPURAM TO SRIPERUMBUDUR SECT,NHAI,N24001719,2/2021,7/2024,N.A.,7/2025,"2,948.31","3,516.83","3,516.83",728.20,66.66
TAMIL NADU,ROAD TRANSPORT AND,1438,BANGALORE CHENNAI EXPRESSWAY PHASE-III ? PACKAGE I (GUDIPALA TO WALAJAJHPET) FROM KM 156.000 TO KM 1,NHAI,N24001720,10/2020,5/2024,N.A.,3/2025,"1,023.91","1,341.51","1,341.51",574.44,75.15
TAMIL NADU,ROAD TRANSPORT AND,1439,FOUR LANING OF MAMALLAPURAM TO MUGAIYUR SECTION OF NH332A FROM KM 0.000 TO KM 31.000,NHAI,N24001721,2/2019,5/2024,Aug-25,8/2025,"1,008.99","1,360.53","1,360.53",168.38,39.04
TAMIL NADU,ROAD TRANSPORT AND,1440,6L OF MADURAVOYAL TO SRIPERUMBUDUR SECTION FROM KM. 13.800 TO KM. 37.000 OF NH-4 THROUGH STATE HIGH,NHAI,N24001722,11/2021,2/2023,N.A.,12/2024,463.44,463.07,463.44,331.22,98.5
TAMIL NADU,ROAD TRANSPORT AND,1441,KARAIPETTAI TO WALAJAPET FROM KM 71.015 TO 107.091,NHAI,N24001723,10/2018,2/2021,N.A.,3/2025,707.90,766.51,766.51,460.67,83.67
TAMIL NADU,ROAD TRANSPORT AND,1442,6L OF SRIPERUMBUDUR TO KARAIPETTAI FROM KM 37.000 TO KM 71.015 OF NH 48,NHAI,N24001725,1/2019,5/2021,N.A.,3/2026,819.89,"1,314.82",922.85,384.20,57.32
TAMIL NADU,ROAD TRANSPORT AND,1443,CONSTRUCTION OF BYPASS TO GUDIYATHAM TOWN IN KM 23/100 ? 29/250 INCLUDING LA AND SHIFTING OF NH-234,MoRTH,N24001828,1/2022,11/2024,N.A.,11/2024,221.03,243.95,243.95,140.41,75
TAMIL NADU,ROAD TRANSPORT AND,1444,FOUR LANING OF OTTANCHATRAM TO PALANI SECTION FROM KM 30/700 TO KM 55/000 OF NH 209(NEW NH-83) INCLU,MoRTH,N24001829,10/2022,11/2024,N.A.,11/2024,172.15,N.A.,172.15,120.23,90
TAMIL NADU,ROAD TRANSPORT AND,1445,CONSTRUCTION OF STRR (WEST SIDE)-NH948A- BALAGONDAPALLI (TAMIL NADU) TO KARNATAKA/TAMIL NADU BORDER F,NHAI,N24001968,4/2022,5/2025,N.A.,5/2025,"1,260.74",N.A.,"1,260.74",487.46,44.95
TAMIL NADU,URBAN DEVELOPMENT,1446,CHENNAI METRO RAIL LTD (PHASE 1),CMRL,N28000084,2/2009,12/2015,N.A.,12/2015,"14,600.00",N.A.,"18,380.00","17,619.68",100
TAMIL NADU,URBAN DEVELOPMENT,1447,CHENNAI METRO RAIL LTD (PHASE 1 EXT),CMRL,N28000097,6/2016,3/2018,N.A.,2/2021,"3,770.00",N.A.,"3,770.00","2,527.73",100
TELANGANA,CIVIL AVIATION,1448,"CO CIVIL AVIATION REASEARCH ORG. (PH-II) AT BEGUMPET AIRPORT, HYDRABAD",AAI,N04000086,5/2020,5/2022,Jun-23,6/2023,353.61,N.A.,353.61,303.22,100
TELANGANA,COAL,1449,KAKATIYAKHANI OPENCAST III PROJECT PHASE-1,SCCL,N06000161,3/2017,3/2022,N.A.,3/2025,413.84,N.A.,413.84,379.13,60
TELANGANA,COAL,1450,GODAVARIKHANI COAL MINE,SCCL,N06000202,7/2019,3/2023,N.A.,3/2025,438.98,N.A.,438.98,164.14,68
TELANGANA,COAL,1451,VENKATESH KHANI COAL MINE,SCCL,N06000204,10/2020,3/2023,N.A.,3/2026,484.51,N.A.,484.51,280.62,30
TELANGANA,COAL,1452,RCE OF RAMAGUNDAM OPENCAST II EXTENSION PROJECT,SCCL,N06000210,11/2015,3/2023,N.A.,3/2025,489.62,N.A.,489.62,405.54,70
TELANGANA,COAL,1453,RCE OF INDARAM OPENCAST PROJECT,SCCL,N06000211,8/2017,3/2021,N.A.,3/2025,349.28,N.A.,424.81,400.11,80
TELANGANA,COAL,1454,RCE OF KALYANIKHANI OPENCAST PROJECT,SCCL,N06000213,3/2016,3/2020,N.A.,3/2025,384.32,N.A.,384.32,247.36,75
TELANGANA,COAL,1455,RCE OF KAKATHIYAKHANI OC - 2 PROJECT,SCCL,N06000214,8/2017,3/2020,N.A.,3/2025,442.42,N.A.,442.42,201.13,63
TELANGANA,COAL,1456,GOLETI OPENCAST MINE,SCCL,N06000258,7/2021,3/2026,N.A.,3/2026,345.60,N.A.,345.60,55.12,18
TELANGANA,HEALTH AND FAMILY WELFARE,1457,ESTABLISHMENT OF NATIONAL ANIMAL RESOURCE FACILITY FOR BIOMEDICAL RESEARCH AT HYDERABAD,CPWD FOR HEALTH,N28000098,10/2016,3/2020,Jan-25,1/2025,209.84,281.05,281.05,251.87,97.5
TELANGANA,HEALTH AND FAMILY WELFARE,1458,"COMPREHENSIVE PLANNING, DESIGNING, EXECUTION OF ALL INDIA INSTITUTE OF MEDICAL SCIENCES AT BIBINAGAR",HITES,N21000031,12/2018,7/2024,N.A.,3/2025,"1,110.55",N.A.,"1,110.55",647.73,77.87
TELANGANA,POWER,1459,TELANGANA SUPER THERMAL POWER PROJECT PHASE I,NTPC,N18000212,1/2016,11/2020,N.A.,2/2024,"10,598.98",N.A.,"10,998.00","10,437.71",100
TELANGANA,RAILWAYS,1460,MANOHARABAD-KOTHPALL NEW LINE(SCR),SCR,N22000032,4/2006,3/2010,N.A.,3/2025,"1,160.48",N.A.,"3,014.00","1,365.61",0
TELANGANA,ROAD TRANSPORT AND,1461,IMPROVEMENT OF GEOMETRICS OF THONDUPALLY TO KOTHUR FROM KM 22.300 TO KM 34.14 OF NH-44-RCW,NHAI,N24002082,2/2022,9/2024,N.A.,1/2026,541.58,N.A.,541.58,20.82,0
TELANGANA,ROAD TRANSPORT AND,1462,FOUR LANING OF KARIMNAGAR- WARANGAL SECTION OF NH-563 FROM DESIGN CH.48.860 KM NEAR SH-1 CH.170.400 K,NHAI,N24002083,3/2022,7/2025,N.A.,7/2025,"2,146.86","2,413.00","2,414.46",826.97,53.83
TELANGANA,ROAD TRANSPORT AND,1463,CONSTRUCTION OF 4-LANE ACCESS CONTROLLED GREENFIELD HIGHWAY SECTION ON NH-163G (KHAMMAM- VIJAYAWADA),NHAI,N24002190,3/2023,8/2026,N.A.,8/2026,983.00,N.A.,983.00,0.00,0
TELANGANA,ROAD TRANSPORT AND,1464,REHABILITATION AND UPGRADATION OF NH -565 FROM KM 1.00 TO 86.057 (NAKREKAL TO NAGARJUNSAGAR DAM SECT,MoRTH,N24000245,1/2014,3/2016,Sep-19,9/2019,270.00,N.A.,270.00,0.00,72.15
TELANGANA,ROAD TRANSPORT AND,1465,REHABILITATION AND UPGRADATION OF NH-221 FROM KM 121/0 TO 165/00 (OF VIJAYAWADA-JAGDALPUR RUDRAMPUR,MoRTH,N24000247,10/2014,2/2017,Dec-22,3/2025,295.47,N.A.,295.47,224.42,98.51
TELANGANA,ROAD TRANSPORT AND,1466,EPC- CORRIDOR APPROACH WORKS - NH (O): WIDENING EXISTING 2 LANE TO 2 LANE WITH PAVED SHOULDERS IN KM,MoRTH,N24000248,3/2015,1/2017,N.A.,12/2023,153.21,N.A.,153.21,101.15,93.11
TELANGANA,ROAD TRANSPORT AND,1467,WIDEINING TO TWO/FOUR LANE WITH PAVED SHOULDERS FROM EXISTING KM 182.120 TO KM 227.600 OF NH-167 ON,MoRTH,N24000980,10/2016,2/2019,Jun-22,8/2024,298.32,N.A.,298.32,178.47,98
TELANGANA,ROAD TRANSPORT AND,1468,WIDEINING TO TWO/FOUR LANE WITH PAVED SHOULDERS FROM EXISTING KM 180.60 TO KM 223.00 OF NH-63 ON NIZ,MoRTH,N24000981,10/2016,3/2019,Apr-23,8/2024,248.83,N.A.,248.83,173.82,100
TELANGANA,ROAD TRANSPORT AND,1469,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 40/410 TO KM 84/037OF THIRUMALAGIRI TO SURYAPET SE,MoRTH,N24000982,1/2017,5/2019,Aug-19,8/2019,244.54,N.A.,244.54,176.32,99.9
TELANGANA,ROAD TRANSPORT AND,1470,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 0/970 TO KM 40/410 OF JANAGAON-THIRUMALAGIRI OF NH,MoRTH,N24000983,1/2017,10/2019,Oct-19,2/2024,196.52,N.A.,196.52,125.53,95.7
TELANGANA,ROAD TRANSPORT AND,1471,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 15.525 TO KM 62.880 OF JADCHERLA-KALWAKURTHY SECTI,MoRTH,N24000984,1/2017,12/2019,Dec-19,12/2019,283.00,N.A.,283.00,259.15,99.3
TELANGANA,ROAD TRANSPORT AND,1472,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 67.00 TO 114.425 OF KALWAKURTHY-MALLEPALLY SECTION,MoRTH,N24000986,1/2017,5/2019,Jul-21,1/2024,300.00,N.A.,300.00,242.86,96.05
TELANGANA,ROAD TRANSPORT AND,1473,6 LANING FROM KM 9.90 TO KM 19.948 (ARAMGARH-SAMSHABAD SECTION) OF HYDERABAD- SAMSHABAD SECTION OF NH,MoRTH,N24000987,1/2018,5/2020,Dec-22,8/2024,283.15,N.A.,283.15,278.69,92.59
TELANGANA,ROAD TRANSPORT AND,1474,WIDENING AND STRENGTHENING OF EXISTING 2- LANE TO 2-LANE WITH PAVED SHOULDERS FROM KM.159/0 TO 165/4,MoRTH,N24000988,1/2018,12/2019,Nov-20,11/2020,230.03,N.A.,230.03,231.34,99.9
TELANGANA,ROAD TRANSPORT AND,1475,WIDENING AND STRENGTHENING OF EXISTING CARRIAGEWAY IN 2 LANE WITH PAVED SHOULDERS FROM KM.25/0 TO 59,MoRTH,N24000989,2/2018,6/2020,Jan-21,1/2021,206.13,N.A.,206.13,190.94,98.36
TELANGANA,ROAD TRANSPORT AND,1476,REHABILITATION AND UPGRADATION OF NH-167 FROM DESIGN KM.113.900 TO 154.479 (MALLEPALLY - HALIYA SECT,MoRTH,N24000990,2/2018,11/2019,Mar-22,1/2024,294.13,N.A.,294.13,200.10,87.44
TELANGANA,ROAD TRANSPORT AND,1477,REHABILITATION AND UPGRADATION OF NH-167 FROM DESIGN KM.187.723 TO 234.434 (MIRYALAGUDA TO KODAD SEC,MoRTH,N24000993,3/2018,9/2020,Jun-22,6/2023,322.81,N.A.,322.81,317.05,98.09
TELANGANA,ROAD TRANSPORT AND,1478,CONSTRUCTION OF SIX LANE ELEVATED CORRIDOR FROM KM.7.950 (UPPAL) TO KM.14.200 OF NH-163 TO DE-CONGES,MoRTH,N24000994,3/2018,7/2020,Jun-24,2/2026,626.76,N.A.,626.76,282.78,44.3
TELANGANA,ROAD TRANSPORT AND,1479,REHABILITATION AND UP- GRADATION TO TWO LANE WITH PAVED SHOULDERS FROM KM 0/0 TO 72/6 OF NH-365 (NAKR,MoRTH,N24000996,1/2017,10/2019,Oct-19,6/2021,605.08,N.A.,605.08,416.32,99.84
TELANGANA,ROAD TRANSPORT AND,1480,REHABILITATION AND UP GRADATION FROM KM. 121/0 TO 154/0 OF NAKAREKAL ? MALLAMPALLY SECTION OF NH- 365,MoRTH,N24000997,3/2018,7/2019,Jun-22,8/2024,192.67,N.A.,192.67,176.37,92
TELANGANA,ROAD TRANSPORT AND,1481,WIDENING AND STRENGTHENING/ RECONSTRUCTION OF EXISTING PAVEMENT TO FOUR ALNE WITH PAVED SHOULDERS FR,MoRTH,N24000998,1/2019,,Jan-23,8/2024,193.19,249.72,249.72,226.89,95
TELANGANA,ROAD TRANSPORT AND,1482,KHAMMAM-DEVARAPALLE PKG I [4L ACCESS CONTROLLED (GREENFIELD) FROM THALLAMPADU VILLAGE TO SOMAVARAM,NHAI,N24001482,8/2022,10/2024,N.A.,10/2024,772.11,N.A.,772.11,452.54,60.11
TELANGANA,ROAD TRANSPORT AND,1483,KHAMMAM DEVARAPALLE PKG II 4L ACCESS CONTROLLED (GREENFIELD) FROM SOMAVARAM VILLAGE TO CHINTAGUDEM V,NHAI,N24001483,2/2022,9/2024,N.A.,9/2024,637.11,N.A.,637.11,324.52,56.5
TELANGANA,ROAD TRANSPORT AND,1484,KHAMMAM-DEVARAPALLE PKG III [4L ACCESS CONTROLLED (GREENFIELD) FROM CHINTAGUDEM VILLAGE TO RECHERLA,NHAI,N24001484,9/2022,2/2024,Dec-24,12/2024,804.69,N.A.,804.69,417.69,66.16
TELANGANA,ROAD TRANSPORT AND,1485,4L OF KODAD (DESIGN KM 0.00/EXISTING KM 185.00 OF NH- 65) TO KHAMMAM (DESIGN KM 31.800/EXISTING KM 29,NHAI,N24001522,1/2021,1/2024,Dec-24,12/2024,"1,307.95",N.A.,"1,307.95",638.26,97.12
TELANGANA,ROAD TRANSPORT AND,1486,"6 LANING OF EXISTING 4-LANE STRETCH FROM KALKALLU AT KM.454+000 TO GUNDLA POCHAMPALLY AT KM.471+000,",NHAI,N24001555,3/2022,1/2025,N.A.,1/2025,955.49,N.A.,955.49,175.83,29.79
TELANGANA,ROAD TRANSPORT AND,1487,6L OF EXISTING 4L FROM GUNDLAPOCHAMPALLY TO BOWENPALLY FROM KM 471.300 TO KM 481.331 OF NH-44,NHAI,N24001556,12/2021,7/2024,N.A.,7/2024,521.53,N.A.,521.53,223.18,44.57
TELANGANA,ROAD TRANSPORT AND,1488,6L ACCESS CONTROLLED GREENFIELD HIGHWAY OF JULEKAL VILLAGE TO DINNEDEVARAPADU VILLAGE FROM KM 242.20,NHAI,N24001625,1/2022,1/2025,N.A.,7/2025,"1,227.57",N.A.,"1,227.57",288.58,34.12
TELANGANA,ROAD TRANSPORT AND,1489,6L ACCESS CONTROLLED GREENFIELD HIGHWAY OF NANDINNE VILLAGE TO JULEKAL VILLAGE FROM KM 202.900 TO KM,NHAI,N24001626,2/2022,1/2025,N.A.,1/2025,972.06,N.A.,972.06,368.38,46.48
TELANGANA,ROAD TRANSPORT AND,1490,WIDENING AND STRENGTHENING OF EXISTING 2 LANE WITH PAVED SHOULDER TO 4 LANE WITH PAVED SHOULDER FRO,MoRTH,N24002000,3/2021,7/2024,N.A.,8/2024,317.19,N.A.,317.19,164.72,67
TELANGANA,ROAD TRANSPORT AND,1491,WIDENING TO 2 LANE WITH PAVED SHOULDERS OF MEDAK - SIDDIPET SECTION FROM KM 0/0 TO KM 69/978 OF NH-,MoRTH,N24002001,1/2022,1/2025,N.A.,6/2025,882.18,N.A.,882.18,263.81,60.63
TELANGANA,ROAD TRANSPORT AND,1492,WIDENING AND IMPROVEMENT OF EXISTING CARRIAGE WAY TO 2 LANE WITH PAVED SHOULDERS FROM KM. 86/160 TO,MoRTH,N24002002,1/2022,12/2024,N.A.,12/2024,423.48,N.A.,423.48,198.05,65.1
TELANGANA,ROAD TRANSPORT AND,1493,REHABILITATION AND UP- GRADATION OF VALIGONDA TO THORRUR SECTION TO TWO LANE WITH PAVED SHOULDERS FRO,MoRTH,N24002003,1/2022,12/2024,N.A.,3/2025,549.28,N.A.,549.28,173.25,56.79
TELANGANA,ROAD TRANSPORT AND,1494,REHABILITATION AND UPGRADATION OF LB-NAGAR TO MALKAPUR SECTION TO 6-LANE MAIN CARRIAGEWAY WITH SERVI,MoRTH,N24002004,3/2021,7/2024,N.A.,6/2025,545.11,N.A.,545.11,292.77,68.71
TELANGANA,ROAD TRANSPORT AND,1495,WIDENING TO TWO LANE WITH PAVED SHOULDERS OF 'BODHAN BASAR BHAINSA ' SECTION FROM KM 38/900 TO 95/3,MoRTH,N24002005,3/2022,3/2025,N.A.,6/2025,644.45,N.A.,644.45,227.04,64.9
TELANGANA,ROAD TRANSPORT AND,1496,"ONSTRUCTION OF 4-LANE FLYOVER AT AMBERPET-X ROAD, HYDERABAD ON NH-202 IN THE STATE OF TELANGANA",MoRTH,N24002006,10/2017,6/2023,N.A.,12/2024,186.71,N.A.,186.71,177.53,87.3
TELANGANA,ROAD TRANSPORT AND,1497,WIDENING TO TWO LANE WITH PAVED SHOULDERS FROM KM 0/000 TO KM 79/300 OF KALWAKURTHY - KOLLAPUR SECTI,MoRTH,N24002007,3/2022,7/2025,N.A.,7/2025,886.69,N.A.,886.69,148.25,46.87
TELANGANA,ROAD TRANSPORT AND,1498,WIDENING TO 2 LANE WITH PAVED SHOULDERS OF SIDDIPET-ELKATHURTHY SECTION FROM KM 69/978 TO KM 133/6,MoRTH,N24002008,1/2022,12/2024,N.A.,12/2024,578.85,N.A.,578.85,196.36,76.64
TELANGANA,ROAD TRANSPORT AND,1499,WIDENING AND STRENGTHENING TO 2/4 LANE WITH PAVED SHOULDERS OF MAHABUBNAGAR ? CHINCHOLI SECTION FROM,MoRTH,N24002009,1/2022,1/2025,N.A.,7/2025,703.68,N.A.,703.68,252.18,53.65
TELANGANA,ROAD TRANSPORT AND,1500,WIDENING AND STRENGTHENING TO 4 LANE / 2- LANE WITH PAVED SHOULDERS OF MAHABUBNAGAR-CHINCHOLI SECTION,MoRTH,N24002010,3/2022,3/2024,N.A.,10/2025,631.49,N.A.,631.49,54.44,17.65
TRIPURA,PETROLEUM,1501,"GRASS ROOT RAIL FED DEPOT AT SEKERKOTE, AGARTALA AS RESITEMENT OF EXISTING DHARMANAGAR DEPOT",IOCL,N16000495,6/2022,8/2025,Sep-25,9/2025,656.00,N.A.,656.00,310.99,67.8
TRIPURA,ROAD TRANSPORT AND,1502,4 LANE WITH PAVED SHOULDER AGARTALA BYPASS (WESTERN SIDE) CONNECTING NH-8,NHIDCL,N24002132,3/2023,3/2027,N.A.,3/2027,"2,026.05",N.A.,"2,026.05",0.00,1.59
TRIPURA,ROAD TRANSPORT AND,1503,REHABILITATION AND UP- GRADATION OF ROAD FROM DESIGN KM 25.250 TO KM 36.460 (TOTAL LENGH: 11.210 KM),NHIDCL,N24002159,2/2020,3/2026,N.A.,3/2026,174.43,N.A.,174.43,0.00,0.04
TRIPURA,ROAD TRANSPORT AND,1504,IMPROVEMENT AND WIDENING TO 2-LANE WITH PAVED SHOULDER OF ROAD FROM KM 101.300 TO KM 127.319 (TOTAL,NHIDCL,N24002160,1/2024,7/2026,N.A.,7/2026,431.78,N.A.,431.78,0.00,3.08
TRIPURA,ROAD TRANSPORT AND,1505,KHOWAI ?TELIAMURA-AMARPUR- HARINA-SABROOM PACKAGE-2,NHIDCL,N24002161,1/2024,9/2026,N.A.,9/2026,657.21,N.A.,657.21,8.31,5
TRIPURA,ROAD TRANSPORT AND,1506,KHOWAI ?TELIAMURA-AMARPUR- HARINA-SABROOM PACKAGE-3,NHIDCL,N24002162,1/2024,9/2026,N.A.,9/2026,670.90,N.A.,670.90,0.00,0
TRIPURA,ROAD TRANSPORT AND,1507,REHABILITATION AND UPGRADATION OF ROAD FROM KM 0.00 TO KM 18.600 OF KUMARGHAT-KAILASHAHAR SECTION,NHIDCL,N24001263,6/2020,1/2022,Feb-24,12/2024,277.50,302.02,302.02,253.50,99.37
TRIPURA,ROAD TRANSPORT AND,1508,KAILASHAHAR TO KHOWAI PKG-4,NHIDCL,N24001309,11/2020,6/2022,Oct-23,11/2024,159.13,171.50,171.50,84.33,100
TRIPURA,ROAD TRANSPORT AND,1509,2-LANING FROM JOLAIBARI - BELONIA,NHIDCL,N24001317,6/2020,1/2022,Jul-24,11/2024,201.99,287.47,287.47,144.07,95.5
TRIPURA,ROAD TRANSPORT AND,1510,2-LANING OF KHOWAI - AGARTALA SECTION FROM DESIGN KM 31.300 TO KM 45.300 OF NH-208A PKG-3,NHIDCL,N24001318,9/2020,4/2022,Oct-22,5/2024,173.17,N.A.,173.17,93.35,100
TRIPURA,ROAD TRANSPORT AND,1511,MANU-SIMLUNG ( PKG 4),NHIDCL,N24001363,3/2021,12/2022,Jun-23,1/2025,354.79,N.A.,354.79,34.08,17.2
TRIPURA,ROAD TRANSPORT AND,1512,2 LANING FROM MANU-SIMLUNG PKG-2,NHIDCL,N24001542,2/2022,1/2025,N.A.,1/2025,456.88,N.A.,456.88,95.50,41
TRIPURA,ROAD TRANSPORT AND,1513,IMPROVEMENT AND WIDENING TO 2-LANE WITH EARTHEN PAVED SHOULDER FROM UDAIPUR TO SRIMANTAPUR,NHIDCL,N24001914,5/2023,11/2024,N.A.,2/2025,195.95,N.A.,195.95,21.27,21.74
UTTAR PRADESH,CIVIL AVIATION,1514,"CCS INTERNATIONAL AIRPORT , LUCKNOW",AAI,N04000077,6/2018,9/2021,Oct-26,10/2026,"1,383.00","1,938.00","3,291.81","2,134.12",76.57
